,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,,,,,,,,,,,,,,40,40,,,,,200,200,200,200,200
02,200,200,200,200,20,200,200,200,1,1,200,200,180,180,30,30,200,200,200,200,200,200,200,200
03,200,200,200,200,200,200,200,200,200,200,200,200,50,30,30,25,30,30,30,30,30,30,30,30
04,30,30,25,25,30,140,40,200,200,200,,150,200,,,,,,30,,30,30,20,25
05,25,25,5,5,25,5,10,5,3,10,10,3,30,15,15,20,20,30,30,30,110,30,30,30
06,30,30,30,30,30,30,30,30,20,10,15,15,20,20,20,30,1,1,1,1,20,,,
07,,70,,,50,50,,,,,,,,,,,,,,,,,,
08,,,,,,,,,,,,,,,,,180,180,180,180,180,180,180,180
09,180,180,180,180,8,8,6,1,1,180,200,100,100,200,140,130,120,120,100,120,120,110,120,120
10,120,120,120,120,110,40,40,40,40,90,90,100,100,100,90,100,100,100,,,35,,,
11,,,,200,200,200,200,200,200,4,6,6,7,7,8,10,15,40,7,5,5,40,35,30
12,30,40,5,10,10,5,5,10,8,8,15,30,30,40,40,110,180,,,,,,,
13,,,,,,,,,45,45,45,,,,,,,,,,,,,
14,,,,,,,,,,80,80,100,80,80,30,30,100,45,30,45,45,30,9,25
15,25,5,1,1,1,5,5,2,5,5,5,15,15,15,30,15,30,15,15,10,20,30,15,30
16,,,,,,,150,180,30,20,20,25,25,40,40,40,40,110,110,30,30,90,40,30
17,30,30,25,25,25,,5,30,30,,,30,30,,,,,,,,,200,,
18,,,200,200,200,5,200,200,180,180,180,200,120,100,180,200,200,200,200,180,180,180,180,180
19,180,180,180,180,180,,,,,15,18,16,15,14,14,14,25,25,30,,,,,
20,,,10,5,3,3,1,5,5,40,40,40,40,25,30,30,40,15,15,5,1,5,5,5
21,5,2,1,1,1,5,5,10,5,10,40,40,15,40,20,40,40,200,40,30,200,200,200,200
22,,,200,,,200,200,200,200,200,200,,,,,,,,,,200,200,200,200
23,200,200,200,,,,,,25,20,15,15,30,30,40,40,,,,,,,,
24,,,,,,,,,,30,30,30,30,30,30,30,180,180,180,180,,,,
25,30,30,40,40,45,45,40,40,20,30,20,30,30,30,30,30,30,30,30,40,35,35,10,10
26,10,10,7,6,5,4,5,5,10,30,40,200,200,200,,,,,,,1,1,2,2
27,,80,20,25,25,15,15,15,25,25,30,20,60,40,30,25,25,12,9,8,5,2,1,1
28,2,2,2,5,10,40,40,40,200,200,200,90,40,40,200,200,110,40,40,40,40,40,40,40
29,100,100,40,40,40,40,40,90,90,,,,,,,,,,,100,40,40,40,10
30,10,10,9,9,6,3,5,5,10,10,30,20,15,30,30,30,30,25,30,30,30,30,25,30
31,30,30,25,25,30,30,30,35,35,35,35,40,35,40,40,40,40,,,,,,,
