,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,40,40,40,50,40,30,30,3,1,1,5,5,,,,,,,,,,,,
02,,,,,,,,,,,,,,,,,,,,,,,,
03,,,,,,,,,,,,200,,,,,,,,200,200,200,200,
04,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,180,180,180,180
05,200,200,200,200,220,190,190,180,180,180,180,,,,,,,,180,,160,130,130,110
06,110,110,,,,,,,,,,,,,,,,,,,,,,
07,,,,,,,,,,,,,,,,,,,,,,,,
08,,,,,,,,,200,200,100,100,100,120,80,200,200,200,200,200,200,200,200,180
09,180,180,180,180,180,180,200,200,200,200,200,200,200,200,200,200,,,,,,,,
10,,,200,200,8,8,3,4,200,200,200,200,190,190,190,200,200,200,200,200,200,200,200,200
11,200,200,180,180,180,180,180,180,,,180,200,180,180,180,180,180,180,180,,,,,
12,,,100,40,120,90,180,180,180,180,180,180,180,180,,,,,,,,,,
13,200,200,200,200,200,200,200,200,110,110,90,80,80,80,80,80,30,30,30,40,40,30,80,80
14,80,80,80,80,80,,200,200,,,,,,,200,200,200,200,200,200,200,200,200,200
15,200,200,200,200,200,200,200,200,200,50,40,60,60,40,200,200,200,,200,1,1,1,1,1
16,25,180,180,180,180,180,180,,,,,,,180,180,180,180,,,180,,,,
17,200,200,200,70,70,70,200,200,200,200,200,200,200,200,100,100,200,200,150,150,150,160,170,80
18,80,80,90,200,40,150,200,110,100,90,90,80,70,80,80,80,80,40,30,10,40,20,30,30
19,10,10,30,20,40,40,40,40,30,10,10,10,10,5,30,5,5,5,5,3,3,10,10,10
20,10,2,10,2,40,40,40,40,40,40,40,180,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,150,200,,200,200,200,200,
23,,200,200,,,,,,,,,,,,,,,,,,,180,180,180
24,180,180,,,,,,,,,,,,,,,,,200,200,30,200,30,200
25,25,15,15,15,200,200,200,200,90,90,200,200,200,200,200,100,100,100,200,200,200,200,200,200
26,200,200,200,180,190,180,180,180,180,180,200,200,200,200,200,200,200,200,200,140,120,120,120,120
27,80,80,40,20,5,10,15,10,8,4,4,3,2,1,3,3,10,20,20,30,40,40,40,40
28,,,,,,200,200,200,200,200,50,200,200,200,200,200,200,200,,,,,,
29,,,,,,,,,,,,40,160,,,,200,200,200,200,,,,
30,,,200,200,200,200,200,200,200,150,80,50,50,50,40,50,50,110,50,40,40,40,110,100
31,100,90,90,90,90,90,90,,,30,30,40,40,40,40,40,40,,,,,,,
