,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,2,5,3,3,4,10,5,5,7,6,7,7,10,10,40,10,10,10,20,2,2,1,1,2
02,2,1,1,1,1,1,1,5,5,25,30,35,30,25,25,25,200,200,200,30,30,,,
03,,,,,,5,,200,40,40,40,35,35,35,35,35,20,20,25,30,30,180,180,180
04,180,180,180,180,180,180,70,180,180,120,180,180,180,120,30,30,30,30,120,120,120,120,40,200
05,200,200,200,200,200,200,200,,,,45,45,30,30,30,30,30,30,30,200,200,200,50,200
06,200,200,200,200,,200,100,100,180,180,180,180,45,45,45,45,45,45,45,45,45,45,45,15
07,35,35,35,35,35,40,40,45,45,45,45,45,45,45,45,110,180,120,120,120,2,1,3,1
08,1,1,2,3,4,5,10,10,15,15,15,10,20,20,20,30,30,100,100,30,40,40,40,40
09,40,40,40,40,5,15,15,20,20,20,20,20,20,30,,,200,200,200,200,200,200,200,200
10,200,200,200,200,200,200,200,200,200,200,20,7,20,20,20,20,20,20,20,50,120,230,230,200
11,200,200,200,200,200,120,120,120,120,120,120,120,50,50,50,12,10,10,40,30,10,10,10,10
12,10,25,10,10,5,10,25,10,8,9,6,10,10,10,10,10,10,25,25,10,6,10,5,10
13,7,10,5,4,4,4,5,8,10,30,45,45,30,30,30,45,30,30,70,50,50,45,40,40
14,25,35,30,30,80,30,30,200,200,20,25,25,40,25,25,80,30,30,20,20,40,40,40,40
15,40,40,40,40,45,45,45,50,45,45,45,30,25,10,10,10,10,15,40,10,45,45,35,45
16,40,40,30,10,10,7,6,30,8,7,20,20,20,20,20,,,,,,,,,30
17,30,10,10,30,40,40,40,25,25,25,25,25,30,50,30,30,25,25,25,,200,,,
18,,,30,45,40,25,25,25,25,30,25,20,30,30,30,30,30,,,,200,,200,200
19,200,200,200,200,200,200,200,200,15,30,20,20,25,30,30,30,30,200,200,200,,,,
20,,60,60,60,,60,60,,,,30,30,40,40,40,40,40,70,200,200,10,10,200,70
21,70,70,50,50,40,50,40,50,50,10,10,40,40,45,45,40,40,40,40,40,35,40,40,40
22,40,40,50,50,50,50,50,50,50,20,20,25,25,200,20,30,200,200,200,200,190,190,190,190
23,190,180,170,180,180,180,120,120,120,35,40,40,40,40,35,35,35,30,200,200,,200,200,200
24,200,200,220,220,220,120,30,120,120,20,20,25,25,20,20,25,30,,25,,15,,,
25,,,,200,200,20,20,20,20,20,20,20,20,20,30,,,,,,,,20,20
26,20,20,,,,10,10,7,7,15,10,25,25,30,30,30,30,30,30,8,30,20,30,30
27,30,30,30,30,25,25,30,40,20,20,20,30,20,20,25,25,200,200,,200,40,40,40,40
28,40,40,40,40,40,40,40,30,30,30,30,30,30,30,25,25,25,25,25,10,30,10,10,20
29,10,20,7,8,8,8,8,10,15,10,10,10,10,25,25,25,25,30,30,30,30,40,40,40
30,30,40,30,30,30,30,30,30,30,30,30,30,30,30,25,20,25,25,20,20,,30,30,30
31,30,,,,30,25,25,25,25,25,25,30,30,30,30,30,30,30,30,15,20,200,,
