,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,,,,,,,,100,100,35,40,45,40,40,80,120,120,80,80,,,,,
02,,,,,,,,,,,,,,,,,,,,,,,,
03,,,,,,,,,30,30,30,30,,,,,,,,,,,,
04,,,,,,,,,,,,,,,,,,,200,200,200,200,200,200
05,30,12,12,12,8,5,5,13,10,25,30,30,30,30,200,40,200,200,140,,200,200,200,200
06,200,120,120,120,110,110,100,100,90,90,80,70,80,80,30,30,40,45,45,45,40,40,50,60
07,70,80,80,,,,200,140,200,200,200,200,200,200,120,120,200,200,200,200,,,,
08,120,120,,,,110,200,100,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
09,200,150,150,150,150,180,150,130,110,40,40,40,40,40,40,40,10,5,10,10,10,15,15,15
10,10,10,5,8,8,8,15,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,
11,,,,1,1,200,200,200,180,,,,,,180,180,180,180,180,180,120,100,100,100
12,100,100,120,30,100,120,,,,,,,,,,200,200,200,200,200,200,200,200,200
13,200,200,200,30,30,30,30,30,150,50,150,50,60,120,200,,40,50,50,200,200,40,40,45
14,45,40,40,40,40,30,30,30,30,30,15,15,30,30,30,30,30,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,200,200,45,90,90,180,40,120,180,180,180,180,180,180,180,180,180
17,180,180,180,180,200,200,,,,,,,,180,180,180,180,180,,180,180,180,180,180
18,180,180,,180,180,180,8,80,30,35,40,40,40,15,10,8,8,4,4,3,3,2,1,1
19,1,1,1,1,5,7,6,20,30,30,30,30,30,180,,,,,,,40,200,200,200
20,200,35,35,20,15,30,10,8,9,10,15,15,15,15,25,20,20,15,10,6,1,10,2,4
21,4,4,4,3,2,1,3,1,1,2,5,8,12,50,100,50,200,200,200,3,3,3,200,200
22,200,40,40,,,,,,,,,,,,,,200,200,200,200,200,200,200,200
23,200,200,200,60,60,200,150,150,150,80,80,80,80,80,80,80,80,40,40,40,40,40,40,10
24,10,10,10,10,10,10,40,60,25,15,30,80,,,,,,,,,,,,
25,,80,80,80,80,25,25,25,25,25,25,20,15,20,9,3,4,3,3,3,1,3,3,3
26,3,3,3,3,3,5,5,3,5,5,5,15,25,25,25,25,25,30,30,40,40,90,,
27,,,,,,,,200,200,,,,,,,180,180,180,200,180,140,130,120,120
28,120,120,40,40,40,40,40,70,70,70,150,150,40,200,50,180,180,200,200,200,200,200,200,200
29,200,200,200,200,200,200,200,200,50,40,40,40,40,40,80,80,150,200,,,,,,200
30,200,200,,,,30,30,30,180,180,120,120,120,180,180,180,180,180,180,180,150,140,,
