,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,10,10,10,1,1,10,10,30,25,200,200,20,10,200,50,10,45,30,25,40,40,10,10,50
02,50,200,90,90,110,100,90,80,10,90,100,30,30,30,30,30,30,25,40,10,10,10,10,10
03,10,10,30,40,40,100,110,120,120,120,120,120,120,30,30,30,30,30,,,,45,,
04,,,,5,5,5,5,7,10,10,25,25,25,25,25,30,30,10,10,10,10,10,180,180
05,13,10,20,8,8,9,10,10,15,10,10,25,25,25,30,30,30,40,40,50,,,,
06,40,40,40,40,40,40,30,30,200,200,50,50,40,40,40,40,40,40,40,40,40,40,40,40
07,30,30,25,25,25,10,10,10,10,10,10,10,8,5,5,5,10,10,10,10,15,10,15,40
08,40,40,30,30,30,30,30,25,30,20,20,,,,,,,,,,,,,
09,,,,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
10,200,200,200,180,180,180,140,150,110,110,110,110,120,110,110,110,100,100,100,100,140,40,140,110
11,140,200,200,200,200,200,200,200,120,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,180,180,,,,,,
13,,,,200,200,200,200,200,200,,,,,,,,,,,,170,170,180,180
14,180,,,,,,30,30,30,20,20,30,30,,200,200,,,,,,,,
15,,,,,,,30,30,30,30,50,50,40,45,60,45,45,,,,,,,
16,,,,,,,,,200,200,200,200,200,200,200,200,200,200,200,180,150,170,170,170
17,200,200,170,170,160,160,130,140,140,140,140,140,150,40,40,200,200,200,170,130,130,200,200,200
18,200,200,200,150,150,150,140,130,120,120,120,120,120,45,45,45,45,45,45,120,45,60,70,70
19,70,70,,,,,,,,,,30,30,30,30,30,30,30,,,,,,
20,,,,,,,,,,,,30,25,25,25,25,25,25,,,,,,
21,,,,,,,200,200,200,200,200,,,,200,200,200,200,200,30,30,30,30,30
22,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,
23,30,30,30,30,30,30,30,30,30,220,200,200,200,200,10,120,40,40,65,65,55,80,80,80
24,70,70,70,90,90,90,80,90,90,90,90,90,,,,30,80,80,70,,,,,
25,,,,,,,,,,200,200,200,200,200,100,70,40,15,10,10,15,30,30,30
26,30,30,25,25,25,25,25,25,25,25,25,25,30,10,10,30,25,25,25,200,,,,
27,,200,,,200,200,,,,,,30,30,30,30,30,30,30,30,30,,40,40,40
28,40,40,40,40,40,40,40,40,35,35,35,35,30,40,35,30,25,25,25,25,30,15,10,10
29,10,30,30,40,45,45,45,40,40,35,35,35,,30,30,40,40,40,40,40,35,,,
30,,,,,,,,,,,,30,25,30,,,,,,,,,,
31,,,35,35,30,10,30,30,30,30,15,30,30,30,25,25,25,15,15,15,10,10,,
