,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,
02,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
03,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
04,0.0,,,,,,,,,,,,,,,,,,,,,,,
05,,,,,,,,,,,,,,,,,,,,,,,,
06,,,,,,,,,,,,,,,,,,,,,,,,
07,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,
08,,,,,,,,,,,,,,,,,,,,,,,,
09,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,4.5,0.5,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.5,
14,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.0,1.5,1.0,0.0,3.0,2.0,0.5,0.0,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
20,,0.0,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,,,,
22,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.5,2.5
23,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.5,0.0
30,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0
31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
