,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,,,,,,,,,,,,,,,,,,,,,,,,
02,,,,,,,,,,,,,,,,,,,,,,,,
03,,,,,,,,,,,,,,,,,,,,,,,,
04,,,,,,,,,,,,,,,,,,,,,,,,
05,,,,,,,,,,,,,,,,,,,,,,,,
06,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5,0.5,0.5
07,1.0,3.0,7.0,6.0,4.5,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,
08,,,,,,,,,,,,,,,,,,,,,,,,
09,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,0.0
10,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.5,0.5,0.5
19,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
28,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0
29,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,0.0,,,,,,
