,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
02,,,,,,,,,,,,,,,,,,,,,,,,0.0
03,0.0,0.0,1.5,2.0,2.0,1.5,2.0,1.5,1.5,1.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,,,,
04,,,,,,,,,,,,,,,,,,,,,,,,
05,,,,,,,,,,,,,,,,,,,,,,,,
06,,,,,,,,,,,,,,,,,,,,,,,,
07,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
08,,,,,,,,,,,,,,,,,,,,,,,,
09,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,0.0,0.0,0.3,0.5,0.3,0.2,0.3,0.1,0.0,,0.0,0.1,0.5,0.0,0.5,,0.0,0.0,0.0,,
16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.0,0.2,0.4,0.3,0.3,0.1,0.2,0.4,1.3,0.8,0.1,,,,,,,,,,,,
20,,,,,,,,0.0,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,
