,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,8,9,6,10,11,12,11,6,6,5,5,5,4,3,4,1,35,36,36,4,35,36,31,32
02,33,32,35,35,35,32,32,32,32,33,34,32,31,31,32,31,32,32,36,1,3,4,12,14
03,6,6,14,13,13,14,13,16,14,12,8,33,36,32,26,27,26,27,25,26,24,25,34,36
04,36,2,2,2,4,13,5,6,5,5,5,5,3,17,26,32,34,34,36,32,35,36,36,35
05,35,1,35,36,35,35,35,34,33,35,34,31,31,31,32,32,32,32,35,34,36,36,36,1
06,1,1,36,2,4,7,3,3,4,34,34,31,34,32,27,31,33,31,6,2,1,13,12,16
07,12,12,14,11,26,12,12,13,12,10,5,16,13,16,18,31,3,35,35,35,31,36,36,2
08,34,1,3,9,8,7,5,13,9,12,12,15,12,14,21,10,12,12,11,9,6,11,11,12
09,13,13,10,12,14,14,14,14,14,15,15,15,14,15,15,16,18,17,18,18,17,16,18,19
10,20,32,31,32,33,31,33,32,1,3,7,5,4,5,5,5,6,6,4,11,15,16,16,15
11,15,15,16,21,25,27,28,29,29,29,29,30,29,29,29,30,31,31,32,32,32,32,33,34
12,34,35,35,35,34,34,35,34,35,35,35,34,32,31,31,32,35,3,11,11,11,11,10,10
13,12,13,13,14,14,13,14,15,15,15,15,17,17,17,18,17,18,19,19,18,20,21,22,28
14,30,31,33,32,33,33,34,33,33,33,35,35,2,33,34,33,33,1,36,36,3,5,5,5
15,5,6,6,5,5,6,5,6,6,6,12,14,16,17,29,31,31,21,34,3,5,4,6,3
16,4,6,5,5,6,6,6,6,6,6,14,13,14,17,15,13,13,5,4,14,14,12,13,15
17,16,15,14,15,16,16,17,17,20,29,33,30,31,30,31,32,33,33,31,33,32,33,33,34
18,35,34,34,33,33,33,34,33,33,34,36,33,32,30,32,32,33,33,32,35,35,35,36,33
19,34,36,36,36,36,36,2,1,36,34,34,33,32,32,33,32,30,31,34,12,8,7,4,20
20,9,14,36,36,36,3,35,34,1,35,34,33,31,33,32,32,32,33,35,36,36,31,9,13
21,7,9,5,15,14,14,14,14,14,14,16,15,15,12,13,14,15,14,15,14,14,12,2,13
22,13,7,6,6,11,12,7,8,6,5,6,14,4,12,6,15,15,17,19,17,15,16,16,25
23,25,30,31,30,32,29,31,32,34,34,34,34,34,34,33,32,33,35,1,1,36,1,2,4
24,4,8,1,2,3,4,16,6,5,4,4,4,7,2,3,4,3,5,7,1,5,6,7,7
25,6,5,6,5,5,5,7,5,5,5,14,13,14,25,27,32,33,6,6,4,4,5,6,6
26,4,4,3,36,6,3,5,6,29,31,31,31,32,32,32,31,32,31,31,31,31,32,31,33
27,31,31,32,32,32,31,36,36,1,33,34,35,34,30,30,31,30,30,3,15,14,7,14,12
28,14,15,15,15,15,14,13,14,13,14,14,14,16,14,15,15,15,14,14,15,16,15,12,15
29,15,14,14,14,13,13,14,14,13,13,12,13,13,11,12,14,14,13,13,12,9,5,6,6
30,6,6,6,4,6,5,29,7,26,15,30,31,32,31,30,32,32,31,31,31,32,32,32,32
31,32,32,34,33,34,35,35,35,34,34,34,34,33,35,33,32,32,31,32,33,36,12,,
