,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,5,5,5,3,2,2,1,0,0,0,0,0,0,0,2,2,4,4,5,5,5,6,6,4
02,0,0,2,3,2,4,4,6,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7
03,7,7,7,7,7,7,6,6,4,3,0,1,2,1,1,7,7,5,4,3,3,4,1,1
04,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,0,0,0,1,3,4,2,3,4,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0
06,0,0,0,0,0,0,0,1,1,2,3,5,6,7,7,7,7,7,7,7,7,7,4,6
07,7,6,6,7,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,0,0,1,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,3,5,5,6,7,7,7,7,7,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8
11,8,8,8,8,8,8,7,4,3,3,1,1,1,1,2,3,2,1,0,0,0,0,0,0
12,0,0,0,0,0,0,1,3,7,7,7,7,7,7,7,7,7,7,5,2,0,1,1,4
13,6,7,7,5,5,7,7,8,8,8,8,8,8,8,8,8,7,5,5,5,2,2,3,3
14,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15,8,8,8,8,8,8,8,8,8,7,8,7,8,6,7,8,8,8,8,5,3,3,3,2
16,0,0,0,6,8,8,8,8,8,8,4,2,0,0,0,0,1,0,0,0,2,4,6,7
17,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
18,8,8,8,7,7,7,7,7,7,5,5,7,7,5,3,4,7,7,7,5,7,7,7,7
19,7,7,6,6,6,3,1,2,1,1,1,1,1,1,3,2,2,1,1,0,0,1,0,1
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,2,6,6,3,1,3,6,7,7,6,5,5,5,5,7,7,7,7,7,7,7,7,7
22,7,5,3,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,3,3,3,3,5,5,4,6,7,7,7,7,7,7,6,7,7,7,7,7,4,0
24,0,2,2,7,7,2,2,2,2,6,4,8,8,8,8,8,8,8,8,6,6,7,6,7
25,6,4,1,1,0,0,0,3,6,6,6,6,6,6,6,6,7,7,4,2,3,2,1,1
26,0,1,1,1,2,3,3,4,2,3,3,3,1,4,3,3,3,1,1,3,3,6,6,6
27,6,3,3,3,3,2,2,5,6,6,6,4,6,6,6,6,7,7,7,7,7,7,7,7
28,5,5,5,5,4,4,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,6,6
30,6,7,7,6,7,7,3,1,1,3,7,3,7,7,7,7,8,8,8,8,7,8,,
