,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
02,7,7,7,3,2,4,3,0,0,0,0,0,4,4,3,3,2,2,2,6,8,8,8,7
03,3,0,0,1,3,4,3,2,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8
04,6,5,2,1,2,2,1,0,0,0,0,0,0,1,6,6,1,1,1,0,0,0,0,0
05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,5,7,7,7,7,7,7,7,7,7,7,7,4,1,2,2,2,2,2,2,1,1,0,0
08,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,2,3,2,2,2
09,3,2,2,2,2,4,7,7,7,6,8,8,7,8,8,8,8,8,8,8,8,8,8,8
10,8,8,7,7,7,7,8,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6
11,6,6,7,6,6,6,5,6,6,6,5,4,4,2,1,1,2,3,3,2,2,3,2,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
13,0,1,1,3,2,6,6,6,6,5,5,3,7,7,7,7,5,7,7,8,8,8,8,7
14,7,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,8,8,7,5
15,3,3,3,1,6,5,2,0,0,0,0,0,3,0,0,7,7,7,4,2,4,2,2,2
16,2,2,0,2,3,7,8,7,6,6,6,6,5,7,5,7,7,7,7,7,7,8,8,8
17,8,8,8,8,8,8,8,8,8,8,8,8,5,6,6,6,6,7,4,6,6,5,5,3
18,2,3,2,3,3,2,2,1,0,0,2,2,2,4,2,4,4,4,7,7,7,7,7,4
19,4,3,6,7,3,0,0,0,3,2,0,0,1,2,2,4,3,2,2,1,7,7,8,7
20,5,6,3,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0
21,0,0,0,2,4,4,6,6,7,6,8,8,8,8,8,8,7,5,3,2,4,6,7,7
22,7,7,7,7,7,7,7,7,7,7,5,1,0,0,2,6,5,6,6,7,7,8,8,8
23,8,8,5,7,2,2,3,3,3,1,3,4,5,4,4,4,4,4,2,1,1,1,0,0
24,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
25,0,0,0,0,0,1,3,6,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7
26,7,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,2,2,4,1,2,2,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0,0,0,0
28,0,0,2,1,1,0,0,0,0,0,3,3,5,7,8,7,5,7,5,3,5,7,7,7
29,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
30,8,8,7,6,6,6,7,7,5,7,8,8,8,8,8,6,3,0,0,0,2,5,7,8
31,8,4,3,4,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,,
