,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,4,3,3,3
02,3,3,3,3,3,3,5,5,4,4,4,6,6,7,7,7,7,7,7,7,7,7,7,7
03,7,7,7,7,2,2,2,4,1,1,1,4,4,3,5,5,5,5,5,5,7,7,7,7
04,7,7,7,7,7,6,6,6,2,1,0,1,1,0,0,0,0,0,1,0,2,2,2,2
05,2,3,3,3,3,3,4,4,6,6,5,6,6,6,6,8,8,8,8,8,8,8,8,7
06,7,7,7,7,5,5,1,3,5,7,6,6,6,4,5,3,3,3,4,2,1,0,0,0
07,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3
09,3,3,3,3,3,3,2,2,6,6,6,6,6,4,6,6,4,5,6,7,7,7,7,7
10,7,7,7,7,7,7,8,8,8,8,8,8,7,7,7,7,5,3,0,0,2,0,0,0
11,0,0,0,2,6,3,3,7,5,6,5,7,7,7,7,7,8,7,5,7,6,4,2,3
12,3,2,4,5,4,4,4,5,4,7,5,4,7,7,7,6,2,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,2,2,3,5,6,7,6,4,4,6,5,4,4,4,4
15,3,3,8,8,8,4,5,5,4,5,6,6,7,5,5,8,4,8,8,5,4,4,3,2
16,0,0,0,0,0,0,4,3,3,3,3,3,1,4,6,6,7,7,7,7,6,1,4,4
17,4,2,4,3,1,0,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0
18,0,0,2,2,3,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
19,7,7,5,3,1,0,0,0,0,5,5,7,7,8,8,5,2,2,2,0,0,0,0,0
20,0,0,2,4,4,5,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
21,8,8,8,8,8,8,8,8,8,8,4,3,3,3,6,3,5,3,3,2,3,2,2,2
22,0,0,2,0,0,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5,6,5
23,3,3,2,0,0,0,0,0,5,7,8,6,7,7,2,2,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
25,2,2,2,3,3,4,4,4,3,1,3,3,1,2,1,1,1,1,1,1,3,1,3,3
26,3,5,7,7,6,7,7,7,3,3,3,1,1,1,0,0,0,0,0,0,2,4,2,2
27,0,2,2,4,4,3,5,5,4,7,4,6,3,7,7,8,5,8,6,6,7,8,8,8
28,8,8,7,7,4,3,3,2,1,1,1,3,3,3,3,7,6,7,5,7,7,6,7,7
29,7,7,7,7,7,7,5,5,1,0,0,0,0,0,0,0,0,0,0,5,7,7,7,8
30,8,8,8,7,8,8,7,6,7,7,6,7,7,4,5,5,6,6,6,6,6,6,7,8
31,8,7,7,7,6,6,7,5,6,7,7,5,1,1,1,1,1,0,0,0,0,0,,
