,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,7,6,7,7,7,5,5,5,5,5,6,6,8,8,8,7,6,5,5,3,3,2,5,5
02,5,5,0,0,1,1,0,1,1,1,1,1,1,3,3,3,3,3,1,1,0,0,0,0
03,0,0,0,0,0,0,1,1,1,3,5,3,3,1,2,2,2,1,1,1,1,3,3,3
04,3,3,4,4,4,1,2,4,3,3,3,3,3,5,5,6,6,6,6,6,6,6,6,6
05,6,6,6,6,6,6,7,7,7,8,7,7,5,5,5,3,3,5,5,5,5,7,8,8
06,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
07,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,4,3,2,1,2,1,1,1,2
08,1,0,0,0,2,2,2,4,5,7,7,7,8,8,8,8,8,6,6,6,6,7,7,6
09,6,6,7,7,7,7,7,7,7,7,6,7,7,7,7,6,4,6,6,7,6,7,7,7
10,7,8,8,8,8,8,8,8,7,7,6,6,6,7,7,7,6,6,6,6,6,6,6,6
11,6,3,6,6,3,6,1,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,2,3,2,2,0,0,1,0,1,2,5,5,5,8,8,8,8,8,8
14,8,8,8,8,8,8,8,8,8,8,7,8,6,6,5,4,6,8,7,3,3,3,3,3
15,5,3,3,3,3,3,0,0,0,0,2,4,2,2,2,2,0,0,4,2,3,1,3,0
16,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,4,5,5,5,5,5,5,4
17,6,8,8,8,7,6,3,3,3,4,4,5,4,4,5,5,3,3,5,3,3,6,6,5
18,6,6,7,7,7,4,6,5,6,6,7,8,8,8,8,7,7,8,8,8,8,8,8,7
19,8,8,8,8,8,8,8,8,7,7,7,7,5,5,4,4,4,6,6,6,6,6,6,6
20,6,6,6,7,7,7,7,7,7,7,6,5,4,4,4,4,4,4,6,8,8,7,5,5
21,5,5,5,4,5,5,6,6,7,3,5,4,7,7,7,7,3,1,3,1,5,5,3,3
22,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0
23,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,0,0,1
24,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3
25,3,3,1,2,1,2,4,4,2,0,0,0,0,0,0,0,2,2,3,3,4,4,5,5
26,5,6,6,6,5,6,6,7,7,7,7,8,7,7,7,8,8,8,8,7,7,5,5,6
27,7,8,5,5,5,6,7,7,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6
28,6,6,7,7,6,6,6,6,7,7,7,7,7,6,5,7,7,7,7,7,8,8,8,8
29,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,6,6,3,6,5,5,3,2
30,0,0,0,0,0,0,0,2,5,8,8,8,8,8,8,8,8,8,8,8,8,8,,
