,0H,1H,2H,3H,4H,5H,6H,7H,8H,9H,10H,11H,12H,13H,14H,15H,16H,17H,18H,19H,20H,21H,22H,23H
01,250,250,300,300,500,500,500,420,420,420,350,350,350,350,420,500,420,300,200,200,110,190,220,280
02,220,180,110,110,120,180,140,250,190,250,250,330,420,420,500,600,600,600,600,700,600,500,500,600
03,400,450,400,400,300,350,600,700,700,1000,1000,1000,800,800,600,600,600,450,300,280,250,230,200,200
04,200,180,180,180,180,180,180,180,220,280,350,300,400,450,350,300,260,200,170,130,130,130,120,140
05,130,120,140,140,150,130,140,80,80,90,140,160,200,220,220,200,200,230,240,200,230,290,270,220
06,200,170,150,170,150,130,150,140,140,180,200,220,220,240,240,240,120,120,80,140,250,350,400,350
07,350,420,500,600,700,700,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
08,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
09,700,700,600,600,420,360,280,120,200,600,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
11,1000,1000,800,800,600,600,1000,1000,1000,400,500,600,400,330,320,350,450,450,480,500,480,350,280,280
12,250,250,280,250,200,180,140,200,200,200,300,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
13,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
14,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,600,600
15,500,200,5,10,40,280,350,180,180,250,250,350,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,700,700
16,500,700,700,800,800,900,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
17,900,900,700,600,600,480,250,600,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
18,1000,1000,1000,800,450,420,500,700,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
19,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,900,700,600,420,350,300,280
20,240,180,140,80,60,40,60,80,150,200,260,280,280,500,300,400,500,300,190,130,140,160,180,160
21,80,140,140,40,180,350,200,300,320,480,700,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
22,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
23,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,600,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
24,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
25,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
26,1000,1000,800,700,420,350,300,300,350,500,500,500,700,900,1000,1000,1000,1000,800,700,450,60,110,350
27,350,600,300,280,250,250,250,330,600,1000,1000,1000,1000,1000,1000,1000,800,600,400,320,150,40,35,40
28,90,110,110,150,350,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
29,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
30,480,400,1000,1000,300,500,600,700,700,700,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
31,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,
